Company,Valuation ($B),Date Joined,Country,City ,Industry,Investors,Valuation BI,invest_1,invest_2,invest_3,invest_4,data_1,data_2,data_3,data_4
Athelas,$1.50,2022-01-31,United States,Mountain View,Health,"Sequoia Capital, General Catalyst, 	Human Capital",1.5,Sequoia Capital,General Catalyst,	Human Capital,nan,Sequoia Capital,General Catalyst,	Human Capital,
ElasticRun,$1.50,2022-02-07,India,Pune,"Supply chain, logistics, & delivery","Kalaari Capital, Norwest Venture Partners, Prosus Ventures",1.5,Kalaari Capital,Norwest Venture Partners,Prosus Ventures,nan,Kalaari Capital,Norwest Venture Partners,Prosus Ventures,
Veho,$1.50,2021-12-21,United States,Boulder,"Supply chain, logistics, & delivery","General Catalyst, Origin Ventures, Fontinalis Partners",1.5,General Catalyst,Origin Ventures,Fontinalis Partners,nan,General Catalyst,Origin Ventures,Fontinalis Partners,
Temporal,$1.50,2022-02-16,United States,Bellevue,Internet software & services,"Amplify Partners, Addition, Madrona Venture Group",1.5,Amplify Partners,Addition,Madrona Venture Group,nan,Amplify Partners,Addition,Madrona Venture Group,
Fabric,$1.50,2022-02-24,United States,Bellevue,E-commerce & direct-to-consumer,"Redpoint Ventures, Norwest Venture Partners, Sierra Ventures",1.5,Redpoint Ventures,Norwest Venture Partners,Sierra Ventures,nan,Redpoint Ventures,Norwest Venture Partners,Sierra Ventures,
Zeta,$1.50,2021-05-24,United States,San Francisco,Fintech,"Sodexo Ventures, SoftBank Group",1.5,Sodexo Ventures,SoftBank Group,nan,nan,Sodexo Ventures,SoftBank Group,,
Boba,$1.50,2022-04-05,United States,San Francisco,Fintech,"DeFi Technologies, Hypersphere Ventures, M13",1.5,DeFi Technologies,Hypersphere Ventures,M13,nan,DeFi Technologies,Hypersphere Ventures,M13,
Upside,$1.50,2022-04-26,United States,DC,Mobile & telecommunications,"Bessemer Venture Partners, Builders VC, General Catalyst",1.5,Bessemer Venture Partners,Builders VC,General Catalyst,nan,Bessemer Venture Partners,Builders VC,General Catalyst,
Mashgin,$1.50,2022-05-09,United States,Palo Alto,Artificial intelligence,"New Enterprise Associates, Matrix Partmers, Susa Ventures",1.5,New Enterprise Associates,Matrix Partmers,Susa Ventures,nan,New Enterprise Associates,Matrix Partmers,Susa Ventures,
Dock,$1.50,2022-05-12,Brazil,Sao Paulo,Fintech,"Viking Global Investors, Riverwood Capital, Lightrock",1.5,Viking Global Investors,Riverwood Capital,Lightrock,nan,Viking Global Investors,Riverwood Capital,Lightrock,
Prometheus,$1.50,2021-09-23,United States,Santa Cruz,Other,"BMW i Ventures, Metaplanet, Maersk Growth",1.5,BMW i Ventures,Metaplanet,Maersk Growth,nan,BMW i Ventures,Metaplanet,Maersk Growth,
5ire,$1.50,2022-07-15,United Kingdom,London,Internet software & services,"Global Emerging Markets, Sram & Mram Group, Marshland Capital",1.5,Global Emerging Markets,Sram & Mram Group,Marshland Capital,nan,Global Emerging Markets,Sram & Mram Group,Marshland Capital,
Yipin Shengxian,$1.49,2019-03-11,China,Hefei,E-commerce & direct-to-consumer,"Eastern Bell Capital, Capital Today, Longzhu Capital",1.49,Eastern Bell Capital,Capital Today,Longzhu Capital,nan,Eastern Bell Capital,Capital Today,Longzhu Capital,
Bordrin Motors,$1.48,2019-06-03,China,Shanghai,Auto & transportation,"China Grand Prosperity Investment, CSC Group",1.48,China Grand Prosperity Investment,CSC Group,nan,nan,China Grand Prosperity Investment,CSC Group,,
Arcadia,$1.48,2022-05-10,United States,DC,Other,"BoxGroup, Energy Impact Partners, Camber Creek",1.48,BoxGroup,Energy Impact Partners,Camber Creek,nan,BoxGroup,Energy Impact Partners,Camber Creek,
Shukun Technology,$1.46,2021-08-16,China,Beijing,Artificial Intelligence,"Marathon Venture Partners, Huagai Capital, China Creation Ventures",1.46,Marathon Venture Partners,Huagai Capital,China Creation Ventures,nan,Marathon Venture Partners,Huagai Capital,China Creation Ventures,
Coocaa,$1.45,2018-03-16,China,Shenzhen,Hardware,"Baidu, Tencent Holdings",1.45,Baidu,Tencent Holdings,nan,nan,Baidu,Tencent Holdings,,
Juma Peisong,$1.45,2018-11-26,China,Chengdu,"Supply chain, logistics, & delivery","Ding Xiang Capital, New Hope Fund, Sino-Ocean Capital",1.45,Ding Xiang Capital,New Hope Fund,Sino-Ocean Capital,nan,Ding Xiang Capital,New Hope Fund,Sino-Ocean Capital,
Ouyeel,$1.45,2019-06-27,China,Shanghai,Internet software & services,Taigang Venture Capital,1.45,Taigang Venture Capital,nan,nan,nan,Taigang Venture Capital,,,
Gymshark,$1.45,2020-08-14,United Kingdom,Solihull,E-commerce & direct-to-consumer,General Atlantic,1.45,General Atlantic,nan,nan,nan,General Atlantic,,,
M1,$1.45,2021-07-14,United States,Chicago,Fintech,"Left Lane Capital, Clocktower Technology Ventures, Jump Capital",1.45,Left Lane Capital,Clocktower Technology Ventures,Jump Capital,nan,Left Lane Capital,Clocktower Technology Ventures,Jump Capital,
Aleo,$1.45,2022-02-07,United States,San Francisco,Cybersecurity,"Slow Ventures, Andreessen Horowitz, SoftBank Group",1.45,Slow Ventures,Andreessen Horowitz,SoftBank Group,nan,Slow Ventures,Andreessen Horowitz,SoftBank Group,
Einride,$1.44,2021-12-31,Sweden,Stockholm,Auto & transportation,"Temasek,	BUILD Capital Partners, 	Northzone Ventures",1.44,Temasek,	BUILD Capital Partners,	Northzone Ventures,nan,Temasek,	BUILD Capital Partners,	Northzone Ventures,
Justworks,$1.43,2020-01-28,United States,New York,Internet software & services,"Index Ventures, Thrive Capital, Bain Capital Ventures",1.43,Index Ventures,Thrive Capital,Bain Capital Ventures,nan,Index Ventures,Thrive Capital,Bain Capital Ventures,
Valgen Medtech,$1.43,2021-05-06,China,Hangzhou,Health,"Sequoia Capital China, China Life Investment Holding Company, Qiming Venture Partners",1.43,Sequoia Capital China,China Life Investment Holding Company,Qiming Venture Partners,nan,Sequoia Capital China,China Life Investment Holding Company,Qiming Venture Partners,
SonderMind,$1.42,2021-07-28,United States,Denver,Health,"Kickstart Fund, General Catalyst, Drive Capital",1.42,Kickstart Fund,General Catalyst,Drive Capital,nan,Kickstart Fund,General Catalyst,Drive Capital,
Papa,$1.40,2021-11-04,United States,Miami,Health,"Initialized Capital, Canaan Partners, Sound Ventures",1.4,Initialized Capital,Canaan Partners,Sound Ventures,nan,Initialized Capital,Canaan Partners,Sound Ventures,
Figment,$1.40,2021-12-20,Canada,Toronto,Internet software & services,"Bonfire Ventures, Two Sigma Ventures, FJ Labs",1.4,Bonfire Ventures,Two Sigma Ventures,FJ Labs,nan,Bonfire Ventures,Two Sigma Ventures,FJ Labs,
Envoy,$1.40,2022-01-11,United States,San Francisco,Internet software & services,"Andreessen Horowitz, Initialized Capital, TriplePoint Capital",1.4,Andreessen Horowitz,Initialized Capital,TriplePoint Capital,nan,Andreessen Horowitz,Initialized Capital,TriplePoint Capital,
Deliverect,$1.40,2022-01-24,Belgium,Ghent,Fintech,"Newion Partners, SmartFin Capital, OMERS Ventures",1.4,Newion Partners,SmartFin Capital,OMERS Ventures,nan,Newion Partners,SmartFin Capital,OMERS Ventures,
SparkCognition,$1.40,2022-01-25,United States,Austin,Artificial intelligence,"March Capital Partners, Temasek, Doha Venture Capital",1.4,March Capital Partners,Temasek,Doha Venture Capital,nan,March Capital Partners,Temasek,Doha Venture Capital,
Firebolt,$1.40,2022-01-26,Israel,Tel Aviv,Data management & analytics,"TLV Partners, Zeev Ventures, Bessemer Venture Partners",1.4,TLV Partners,Zeev Ventures,Bessemer Venture Partners,nan,TLV Partners,Zeev Ventures,Bessemer Venture Partners,
Koudai,$1.40,2014-10-23,China,Beijing,E-commerce & direct-to-consumer,"New Enterprise Associates, Tiger Global management, Tencent",1.4,New Enterprise Associates,Tiger Global management,Tencent,nan,New Enterprise Associates,Tiger Global management,Tencent,
Symphony,$1.40,2017-05-16,United States,New York,Fintech,"BNP Paribas, Goldman Sachs, Google",1.4,BNP Paribas,Goldman Sachs,Google,nan,BNP Paribas,Goldman Sachs,Google,
Yidian Zixun,$1.40,2017-10-17,China,Beijing,Mobile & telecommunications,"Phoenix New Media, Tianjin Haihe Industry Fund",1.4,Phoenix New Media,Tianjin Haihe Industry Fund,nan,nan,Phoenix New Media,Tianjin Haihe Industry Fund,,
Cabify,$1.40,2018-01-22,Spain,Madrid,Auto & transportation,"Seaya Ventures, Otter Rock Capital, Rakuten",1.4,Seaya Ventures,Otter Rock Capital,Rakuten,nan,Seaya Ventures,Otter Rock Capital,Rakuten,
Hive Box,$1.40,2018-01-23,China,Shenzhen,"Supply chain, logistics, & delivery","Eastern Bell Capital, SF Holding Co, STO Express",1.4,Eastern Bell Capital,SF Holding Co,STO Express,nan,Eastern Bell Capital,SF Holding Co,STO Express,
Away,$1.40,2019-05-15,United States,New York,E-commerce & direct-to-consumer,"Global Founders Capital, Comcast Ventures, Forerunner Ventures",1.4,Global Founders Capital,Comcast Ventures,Forerunner Ventures,nan,Global Founders Capital,Comcast Ventures,Forerunner Ventures,
Kong,$1.40,2020-12-31,United States,San Francisco,Internet software & services,"New Enterprise Associates, CRV, Index Ventures",1.4,New Enterprise Associates,CRV,Index Ventures,nan,New Enterprise Associates,CRV,Index Ventures,
Epidemic Sound,$1.40,2021-03-11,Sweden,Stockholm,Internet software & services,"EQT Partners, Blackstone",1.4,EQT Partners,Blackstone,nan,nan,EQT Partners,Blackstone,,
Yotpo,$1.40,2021-03-18,United States,New York,Internet software & services,"Bessemer Venture Partners, Vintage Investment Partners, Blumberg Capital",1.4,Bessemer Venture Partners,Vintage Investment Partners,Blumberg Capital,nan,Bessemer Venture Partners,Vintage Investment Partners,Blumberg Capital,
Rebel Foods,$1.40,2021-10-07,India,Pune,E-commerce & direct-to-consumer,"Sequoia Capital India, Lightbox Ventures, Coatue Management",1.4,Sequoia Capital India,Lightbox Ventures,Coatue Management,nan,Sequoia Capital India,Lightbox Ventures,Coatue Management,
Coda,$1.40,2021-07-08,United States,Mountain View,Internet software & services,"Greylock Partners, General Catalyst, Khosla Ventures",1.4,Greylock Partners,General Catalyst,Khosla Ventures,nan,Greylock Partners,General Catalyst,Khosla Ventures,
Five Star Business Finance,$1.40,2021-03-26,India,Chennai,Other,"Sequoia Capital India, Tiger Global Management, Tencent",1.4,Sequoia Capital India,Tiger Global Management,Tencent,nan,Sequoia Capital India,Tiger Global Management,Tencent,
Stash,$1.40,2021-02-03,United States,New York,Fintech,"Goodwater Capital, Entree Capital, Valar Ventures",1.4,Goodwater Capital,Entree Capital,Valar Ventures,nan,Goodwater Capital,Entree Capital,Valar Ventures,
Rad Power Bikes,$1.40,2021-10-28,United States,Seattle,Auto & transportation,"Durable Capital Partners, Cercano Management, 	T. Rowe Price",1.4,Durable Capital Partners,Cercano Management,	T. Rowe Price,nan,Durable Capital Partners,Cercano Management,	T. Rowe Price,
Clarify Health,$1.40,2022-04-05,United States,San Francisco,Health,"KKR, Aspenwood Ventures, Spark Capital",1.4,KKR,Aspenwood Ventures,Spark Capital,nan,KKR,Aspenwood Ventures,Spark Capital,
Bucketplace,$1.40,2022-05-09,South Korea,Seoul,E-commerce & direct-to-consumer,"IMM Investment, Mirae Asset Capital, BOND",1.4,IMM Investment,Mirae Asset Capital,BOND,nan,IMM Investment,Mirae Asset Capital,BOND,
Paddle,$1.40,2022-05-09,United Kingdom,London,Fintech,"Notion Capital, Kindred Capital, BGF Ventures",1.4,Notion Capital,Kindred Capital,BGF Ventures,nan,Notion Capital,Kindred Capital,BGF Ventures,
OneCard,$1.40,2022-07-13,India,Pune,Fintech,"Sequoia Capital India, Hummingbird Ventures, Matrix Partners India",1.4,Sequoia Capital India,Hummingbird Ventures,Matrix Partners India,nan,Sequoia Capital India,Hummingbird Ventures,Matrix Partners India,
Phenom People,$1.40,2021-04-07,United States,Ambler,Internet software & services,"Sierra Ventures, AXA Venture Partners, Sigma Prime Ventures",1.4,Sierra Ventures,AXA Venture Partners,Sigma Prime Ventures,nan,Sierra Ventures,AXA Venture Partners,Sigma Prime Ventures,
GupShup,$1.40,2021-04-08,United States,San Francisco,Internet software & services,"Helion Venture Partners, Tiger Global management, CRV",1.4,Helion Venture Partners,Tiger Global management,CRV,nan,Helion Venture Partners,Tiger Global management,CRV,
Degreed,$1.40,2021-04-13,United States,Pleasanton,Edtech,"Signal Peak Ventures, Owl Ventures, Jump Capital",1.4,Signal Peak Ventures,Owl Ventures,Jump Capital,nan,Signal Peak Ventures,Owl Ventures,Jump Capital,
Astranis Space Technologies,$1.40,2021-04-14,United States,San Francisco,Mobile & telecommunications,"Refactor Capital, Andreessen Horowitz, Fifty Years Fund",1.4,Refactor Capital,Andreessen Horowitz,Fifty Years Fund,nan,Refactor Capital,Andreessen Horowitz,Fifty Years Fund,
Scalable Capital,$1.40,2021-06-08,Germany,Munich,Fintech,"BlackRock, Tengelmann Ventures, Holtzbrinck Ventures",1.4,BlackRock,Tengelmann Ventures,Holtzbrinck Ventures,nan,BlackRock,Tengelmann Ventures,Holtzbrinck Ventures,
VideoAmp,$1.40,2021-10-21,United States,Los Angeles,Internet software & services,"Simon Equity Partners, Wavemaker Partners, Anthem Venture Partners",1.4,Simon Equity Partners,Wavemaker Partners,Anthem Venture Partners,nan,Simon Equity Partners,Wavemaker Partners,Anthem Venture Partners,
Panther Labs,$1.40,2021-12-02,United States,San Francisco,Cybersecurity,"Innovation Endeavors, s28 Capital, Lightspeed Venture Partners",1.4,Innovation Endeavors,s28 Capital,Lightspeed Venture Partners,nan,Innovation Endeavors,s28 Capital,Lightspeed Venture Partners,
Salt Security,$1.40,2022-02-10,United States,Palo Alto,Cybersecurity,"Y Combinator, S Capital, Tenaya Capital",1.4,Y Combinator,S Capital,Tenaya Capital,nan,Y Combinator,S Capital,Tenaya Capital,
Tripledot,$1.40,2022-02-14,United Kingdom,London,Mobile & telecommunications,"Lightspeed Venture Partners, Access Industries, Eldridge",1.4,Lightspeed Venture Partners,Access Industries,Eldridge,nan,Lightspeed Venture Partners,Access Industries,Eldridge,
Nimble Rx,$1.40,2022-06-14,United States,Redwood City,Health,"Sequoia Capital, Four Rivers Group, DAG Ventures",1.4,Sequoia Capital,Four Rivers Group,DAG Ventures,nan,Sequoia Capital,Four Rivers Group,DAG Ventures,
Veepee,$1.38,2007-07-02,France,La Plaine Saint-Denis,E-commerce & direct-to-consumer,"Summit Partners, Qatar Holding",1.38,Summit Partners,Qatar Holding,nan,nan,Summit Partners,Qatar Holding,,
Neon,$1.38,2022-02-14,Brazil,Sao Paulo,Fintech,"Propel Venture Partners, Monashees+, BBVA",1.38,Propel Venture Partners,Monashees+,BBVA,nan,Propel Venture Partners,Monashees+,BBVA,
Movable Ink,$1.36,2022-04-28,United States,New York,Internet software & services,"Contour Venture Partners, Intel Capital, Silver Lake",1.36,Contour Venture Partners,Intel Capital,Silver Lake,nan,Contour Venture Partners,Intel Capital,Silver Lake,
DeepBlue Technology,$1.35,2018-04-16,China,Shanghai,Artificial intelligence,"DESUN Capital, Yunfeng Capital, Meridian Capital",1.35,DESUN Capital,Yunfeng Capital,Meridian Capital,nan,DESUN Capital,Yunfeng Capital,Meridian Capital,
Klook,$1.35,2018-08-07,Hong Kong,Central,Travel,"Sequoia Capital China, Goldman Sachs, Matrix Partners China",1.35,Sequoia Capital China,Goldman Sachs,Matrix Partners China,nan,Sequoia Capital China,Goldman Sachs,Matrix Partners China,
Yaoshibang,$1.35,2021-06-15,China,Guangzhou,Health,"Green Pine Capital Partners, Ivy Capital, DCM Ventures",1.35,Green Pine Capital Partners,Ivy Capital,DCM Ventures,nan,Green Pine Capital Partners,Ivy Capital,DCM Ventures,
Alloy,$1.35,2021-09-30,United States,New York,Fintech,"Bessemer Venture Partners, Eniac Ventures, Canapi Ventures",1.35,Bessemer Venture Partners,Eniac Ventures,Canapi Ventures,nan,Bessemer Venture Partners,Eniac Ventures,Canapi Ventures,
Epirus,$1.35,2022-02-14,United States,Hawthorne,Other,"8VC, Bedrock Capital, Broom Ventures",1.35,8VC,Bedrock Capital,Broom Ventures,nan,8VC,Bedrock Capital,Broom Ventures,
Signifyd,$1.34,2021-04-15,United States,San Jose,Fintech,"Menlo Ventures, Resolute Ventures, IA Ventures",1.34,Menlo Ventures,Resolute Ventures,IA Ventures,nan,Menlo Ventures,Resolute Ventures,IA Ventures,
Jaguar Microsystems,$1.34,2022-06-23,China,Shenzhen,Hardware,"Tencent Holdings, Glory Ventures, Shenzhen Capital Group",1.34,Tencent Holdings,Glory Ventures,Shenzhen Capital Group,nan,Tencent Holdings,Glory Ventures,Shenzhen Capital Group,
Motorway,$1.33,2021-11-29,United Kingdom,London,E-commerce & direct-to-consumer,"Marchmont Ventures, BMW i Ventures, Index Ventures",1.33,Marchmont Ventures,BMW i Ventures,Index Ventures,nan,Marchmont Ventures,BMW i Ventures,Index Ventures,
RIDI,$1.33,2022-01-24,South Korea,Seoul,E-commerce & direct-to-consumer,"Atinum Investment, Company K Partners, GIC",1.33,Atinum Investment,Company K Partners,GIC,nan,Atinum Investment,Company K Partners,GIC,
Flipboard,$1.32,2015-07-22,United States,Palo Alto,Internet software & services,"Kleiner Perkins Caufield & Byers, Comcast Ventures, Insight Partners",1.32,Kleiner Perkins Caufield & Byers,Comcast Ventures,Insight Partners,nan,Kleiner Perkins Caufield & Byers,Comcast Ventures,Insight Partners,
GPclub,$1.32,2018-10-22,South Korea,Seoul,Other,Goldman Sachs,1.32,Goldman Sachs,nan,nan,nan,Goldman Sachs,,,
Tongdun Technology,$1.32,2019-04-25,China,Hangzhou,Cybersecurity,"Advantech Capital, Temasek Holdings Ltd., Tiantu Capital Co.",1.32,Advantech Capital,Temasek Holdings Ltd.,Tiantu Capital Co.,nan,Advantech Capital,Temasek Holdings Ltd.,Tiantu Capital Co.,
Athletic Greens,$1.32,2022-01-25,United States,New York,Health,"SC.Holdings, Not Boring Capital, Bolt Ventures",1.32,SC.Holdings,Not Boring Capital,Bolt Ventures,nan,SC.Holdings,Not Boring Capital,Bolt Ventures,
Unisound,$1.31,2018-07-19,China,Beijing,Artificial intelligence,"Qiming Venture Partners, China Internet Investment Fund, Qualcomm Ventures",1.31,Qiming Venture Partners,China Internet Investment Fund,Qualcomm Ventures,nan,Qiming Venture Partners,China Internet Investment Fund,Qualcomm Ventures,
